baseItemId,protectedSemanticSha256,status
I001,9bb33627521ca10939d7dac93cecb918340fc46de5c371b1f83b8a9d53ce3b86,PASS
I002,4621dc2ccd365ac7e2fca6c44b1f4eeef42dd06fa7cabe3576f0af8cb129b061,PASS
I003,b26d89d6496b87db46a286a1a14eb9c8da633dd686dcb15542ebb19cc29797f0,PASS
I004,0db98eba5cb498db894d4a46fd7cc577e28a41636d3a6a4ddca89c98b672e449,PASS
I005,47bdd6118b5dd26d9aaf4bba3ee32219f8928c23e6c7566f4a84c1ba2a527368,PASS
I006,b7725f786e099bf6e07a0b57a6796190e51b5742eb019e7b4cbea6e309ffd6ee,PASS
I007,1314dd9a4f7c83c891a2bdbdffcf2ab1cc080556a0e4880146ecf5e254f67df6,PASS
I008,32068e3e61c71d24cc2d5ce968c2c42678d7270e3bf65a209686a3f867d45f38,PASS
I009,dadb32b4ddf14dab174b21c9313867e2d3464d809707cce1a76545cdf9e61bf6,PASS
I010,f4223712f7f1690fb02cd3acfc7a8ea35ee9106ecdbda8d7eab975cc3b323794,PASS
I011,806d1b131c311dfb2b9e8d18938d61a15dcf07b86eb1e4fbba8786781cdc3778,PASS
I012,8790f69390e5106bd19f4f733b11919979c3252487354ca8d4e189596d370916,PASS
I013,175112f13477ad9015c27e7200925c47db0685b6f152750a2713e4508591d59b,PASS
I014,8faf30796da09f655dea36fa1a66cdecd46206d13df0e1dcd81c2f26004273a4,PASS
I015,0399650d382831e6d4ffeb4b79a305dd53b9c9583e1b4b7087ba91dc5b12a512,PASS
I016,a41c479a7ad3cad681d7b91548f49b58eb080cf441502783fe31ed1738d3b543,PASS
I017,31618dfbe06711849db280a3d8adec077a50963b77ccbee8d17a6a1f37a61802,PASS
I018,646292140438ee915fa02e7621d3a39aa5089e4b9d14b454f4341955c03676ca,PASS
I019,99bd9e47e2d56e6c02461e9fc82cdef73cf3b4822edef0899121f61f23675289,PASS
I020,3bbeb22e1502d096dd9f3684178c0140742dfe63804843b64c580bc213505946,PASS
I021,1d450d841ead8c00d7328e17f21b5a3e0b6368c0daea260e1eae450de5bada9e,PASS
I022,4cc265e966ca9e34fda7f5dec3dbd634c0ff5d3dc212cd3442ad63fca8fed24e,PASS
I023,4580e7b23ace9028c7b0f1b64278c35a4e2f7b8a7101e54498fe2899aca1c0bd,PASS
I024,fc1209724f8b387c09bbe5398c7c4f3819bb2f8871101bc42d844dc9cbddc7e0,PASS
I025,692410bc705189c4eb27253b41e78ebb498b9ffa8a045f34e5996f1a2904620d,PASS
I026,09d73080318c92aa72c90e11526f3826793877268efc6300103a9f69f635f796,PASS
I027,610165fa0ef02bb5d850b8731470f2924dfdfff86e944d4a0449bb4a39516e4d,PASS
I028,6cb708ca2cf86460e717c9537591c5f8c4f0136e476427dca73bec4a2f32332b,PASS
I029,d0b2948f00242dc9e26fad7ee5a07117b539023e0863336332961f0af86e7e5f,PASS
I030,07dc1716d8a0c8257584bbe1395ca37cd3f6011958f9873fcb0343b7b6f23b82,PASS
